reading data...
done.
creating training artifacts...
Using cached encoded data file: train_5_error.pkl
Using cached encoded data file: test_5_error.pkl
done.
training bert_kg model...
run 1 start -- seed=0
initialized continuityBERT with 628261 parameters.
/home/azureuser/.local/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1344: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
epoch 1 time: 1.53e+02s, train loss: 24.7, metrics: {'f1': 0.0, 'f1_macro': 0.4892446120689655, 'prec_macro': 0.5, 'rec_macro': 0.49456383800335285, 'f1_micro': 0.978489224137931, 'prec_micro': 0.978489224137931, 'rec_micro': 0.978489224137931}
epoch 13 time: 1.52e+02s, train loss: 24.09, metrics: {'f1': 0.2618819776714514, 'f1_macro': 0.8117926238810835, 'prec_macro': 0.5812464173141892, 'rec_macro': 0.6258856068419739, 'f1_micro': 0.9800517241379311, 'prec_micro': 0.9800517241379311, 'rec_micro': 0.9800517241379311}
epoch 14 time: 1.5e+02s, train loss: 24.07, metrics: {'f1': 0.26632887340669775, 'f1_macro': 0.8083642345781761, 'prec_macro': 0.583194059497572, 'rec_macro': 0.6281025436307192, 'f1_micro': 0.9800280172413793, 'prec_micro': 0.9800280172413793, 'rec_micro': 0.9800280172413793}
epoch 15 time: 1.51e+02s, train loss: 24.06, metrics: {'f1': 0.2435448399446119, 'f1_macro': 0.8163763315241688, 'prec_macro': 0.5740101736878642, 'rec_macro': 0.616701563392314, 'f1_micro': 0.9799849137931035, 'prec_micro': 0.9799849137931035, 'rec_micro': 0.9799849137931035}
epoch 16 time: 1.5e+02s, train loss: 24.06, metrics: {'f1': 0.24512353706111836, 'f1_macro': 0.8154039552100945, 'prec_macro': 0.5746459931818692, 'rec_macro': 0.617490216399721, 'f1_micro': 0.9799827586206896, 'prec_micro': 0.9799827586206896, 'rec_micro': 0.9799827586206896}
epoch 17 time: 1.5e+02s, train loss: 24.05, metrics: {'f1': 0.268472321216441, 'f1_macro': 0.811314695538245, 'prec_macro': 0.5838640185319927, 'rec_macro': 0.6291906764176228, 'f1_micro': 0.980092672413793, 'prec_micro': 0.980092672413793, 'rec_micro': 0.980092672413793}
epoch 18 time: 1.5e+02s, train loss: 24.05, metrics: {'f1': 0.23544929925803793, 'f1_macro': 0.822988077214321, 'prec_macro': 0.5707418986111252, 'rec_macro': 0.6126617040144666, 'f1_micro': 0.9800129310344827, 'prec_micro': 0.9800129310344827, 'rec_micro': 0.9800129310344827}
epoch 19 time: 1.5e+02s, train loss: 24.04, metrics: {'f1': 0.24507479767841084, 'f1_macro': 0.8236306118147287, 'prec_macro': 0.5742634156351081, 'rec_macro': 0.6174951774007827, 'f1_micro': 0.9800969827586207, 'prec_micro': 0.9800969827586207, 'rec_micro': 0.9800969827586208}
epoch 20 time: 1.51e+02s, train loss: 24.04, metrics: {'f1': 0.2524712364284557, 'f1_macro': 0.820822009196797, 'prec_macro': 0.5771639675300166, 'rec_macro': 0.6211977110480151, 'f1_micro': 0.9801163793103448, 'prec_micro': 0.9801163793103448, 'rec_micro': 0.9801163793103448}
epoch 21 time: 1.51e+02s, train loss: 24.04, metrics: {'f1': 0.26587840536869856, 'f1_macro': 0.8190641725845125, 'prec_macro': 0.5823980686901262, 'rec_macro': 0.627920540404438, 'f1_micro': 0.9801961206896552, 'prec_micro': 0.9801961206896552, 'rec_micro': 0.9801961206896552}
epoch 22 time: 1.5e+02s, train loss: 24.04, metrics: {'f1': 0.24610363117095066, 'f1_macro': 0.8223989633009874, 'prec_macro': 0.5746999556812359, 'rec_macro': 0.6180072889978336, 'f1_micro': 0.9800883620689655, 'prec_micro': 0.9800883620689655, 'rec_micro': 0.9800883620689655}
epoch 23 time: 1.49e+02s, train loss: 24.03, metrics: {'f1': 0.25756350105160974, 'f1_macro': 0.8252268159942475, 'prec_macro': 0.5788826215356611, 'rec_macro': 0.6237699445500808, 'f1_micro': 0.9802198275862068, 'prec_micro': 0.9802198275862068, 'rec_micro': 0.9802198275862068}
epoch 24 time: 1.5e+02s, train loss: 24.03, metrics: {'f1': 0.24423360052347456, 'f1_macro': 0.8233256825736437, 'prec_macro': 0.5739639458255438, 'rec_macro': 0.6170718874338998, 'f1_micro': 0.9800862068965517, 'prec_micro': 0.9800862068965517, 'rec_micro': 0.9800862068965517}
epoch 25 time: 1.5e+02s, train loss: 24.03, metrics: {'f1': 0.25733451871009455, 'f1_macro': 0.8236892054640579, 'prec_macro': 0.578870507505191, 'rec_macro': 0.6236493863565445, 'f1_micro': 0.9801961206896552, 'prec_micro': 0.9801961206896552, 'rec_micro': 0.9801961206896552}
epoch 26 time: 1.5e+02s, train loss: 24.02, metrics: {'f1': 0.25587806064537055, 'f1_macro': 0.8262155073622093, 'prec_macro': 0.5781967068608126, 'rec_macro': 0.6229273776021518, 'f1_micro': 0.9802198275862068, 'prec_micro': 0.9802198275862068, 'rec_micro': 0.9802198275862068}
epoch 27 time: 1.5e+02s, train loss: 24.02, metrics: {'f1': 0.25540529597538264, 'f1_macro': 0.8238789303566009, 'prec_macro': 0.5781289912720124, 'rec_macro': 0.6226816301544775, 'f1_micro': 0.9801831896551724, 'prec_micro': 0.9801831896551724, 'rec_micro': 0.9801831896551724}
epoch 28 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.25467800729040097, 'f1_macro': 0.8233794844317317, 'prec_macro': 0.5778774140922971, 'rec_macro': 0.6223147314029258, 'f1_micro': 0.9801702586206896, 'prec_micro': 0.9801702586206896, 'rec_micro': 0.9801702586206896}
epoch 29 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.25315836661504604, 'f1_macro': 0.8302524690110458, 'prec_macro': 0.5769883783596137, 'rec_macro': 0.621576076499956, 'f1_micro': 0.9802521551724138, 'prec_micro': 0.9802521551724138, 'rec_micro': 0.9802521551724138}
epoch 30 time: 1.5e+02s, train loss: 24.0, metrics: {'f1': 0.2537434895833333, 'f1_macro': 0.8287639193505895, 'prec_macro': 0.5772746328632107, 'rec_macro': 0.6218647120128017, 'f1_micro': 0.9802370689655172, 'prec_micro': 0.9802370689655172, 'rec_micro': 0.9802370689655172}
epoch 31 time: 1.5e+02s, train loss: 24.0, metrics: {'f1': 0.2676727561556791, 'f1_macro': 0.8139304535523644, 'prec_macro': 0.5833928011619832, 'rec_macro': 0.6288003832776954, 'f1_micro': 0.9801293103448275, 'prec_micro': 0.9801293103448275, 'rec_micro': 0.9801293103448275}
epoch 32 time: 1.5e+02s, train loss: 24.02, metrics: {'f1': 0.25249817206921765, 'f1_macro': 0.8246362772302485, 'prec_macro': 0.5769955237960633, 'rec_macro': 0.6212250113194484, 'f1_micro': 0.9801702586206896, 'prec_micro': 0.9801702586206896, 'rec_micro': 0.9801702586206896}
epoch 33 time: 1.5e+02s, train loss: 24.0, metrics: {'f1': 0.2473277421476731, 'f1_macro': 0.83561812708284, 'prec_macro': 0.5745975884771195, 'rec_macro': 0.618666262326438, 'f1_micro': 0.9802715517241379, 'prec_micro': 0.9802715517241379, 'rec_micro': 0.9802715517241379}
epoch 34 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.24238961886884844, 'f1_macro': 0.8176043556891979, 'prec_macro': 0.5735246397363901, 'rec_macro': 0.6161262697613485, 'f1_micro': 0.9799935344827586, 'prec_micro': 0.9799935344827586, 'rec_micro': 0.9799935344827586}
epoch 35 time: 1.51e+02s, train loss: 24.02, metrics: {'f1': 0.23449070264933355, 'f1_macro': 0.8186245038888548, 'prec_macro': 0.5705618786301678, 'rec_macro': 0.6121658947348034, 'f1_micro': 0.979948275862069, 'prec_micro': 0.979948275862069, 'rec_micro': 0.979948275862069}
epoch 36 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.27030497592295344, 'f1_macro': 0.8306643291804459, 'prec_macro': 0.5834847705202888, 'rec_macro': 0.6301871123361626, 'f1_micro': 0.9804051724137931, 'prec_micro': 0.9804051724137931, 'rec_micro': 0.9804051724137931}
epoch 37 time: 1.49e+02s, train loss: 24.01, metrics: {'f1': 0.26050283860502843, 'f1_macro': 0.8327768897947092, 'prec_macro': 0.5796346127403464, 'rec_macro': 0.6252725513697437, 'f1_micro': 0.9803491379310345, 'prec_micro': 0.9803491379310345, 'rec_micro': 0.9803491379310345}
epoch 38 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.2629919987068617, 'f1_macro': 0.8310431699305131, 'prec_macro': 0.580662383477122, 'rec_macro': 0.6265163515274057, 'f1_micro': 0.9803469827586206, 'prec_micro': 0.9803469827586206, 'rec_micro': 0.9803469827586206}
epoch 39 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.25718238788963943, 'f1_macro': 0.8334865447106394, 'prec_macro': 0.5783508597218665, 'rec_macro': 0.6236076456059843, 'f1_micro': 0.9803297413793104, 'prec_micro': 0.9803297413793104, 'rec_micro': 0.9803297413793104}
epoch 40 time: 1.5e+02s, train loss: 24.0, metrics: {'f1': 0.2616519413147443, 'f1_macro': 0.8334675335931984, 'prec_macro': 0.5800364754625925, 'rec_macro': 0.6258519791342899, 'f1_micro': 0.9803685344827586, 'prec_micro': 0.9803685344827586, 'rec_micro': 0.9803685344827586}
epoch 41 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.2758401019270585, 'f1_macro': 0.8271110173394527, 'prec_macro': 0.5858342754259177, 'rec_macro': 0.6329530514157699, 'f1_micro': 0.9804008620689655, 'prec_micro': 0.9804008620689655, 'rec_micro': 0.9804008620689655}
epoch 42 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.2637238256932654, 'f1_macro': 0.8324547702188954, 'prec_macro': 0.5808715744044746, 'rec_macro': 0.6268888396326415, 'f1_micro': 0.9803728448275862, 'prec_micro': 0.9803728448275862, 'rec_micro': 0.9803728448275862}
epoch 43 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.2680312676283343, 'f1_macro': 0.8334524205518935, 'prec_macro': 0.5824658099874916, 'rec_macro': 0.629055449627123, 'f1_micro': 0.9804245689655172, 'prec_micro': 0.9804245689655172, 'rec_micro': 0.9804245689655172}
epoch 44 time: 1.51e+02s, train loss: 23.99, metrics: {'f1': 0.2752616023644061, 'f1_macro': 0.8304928553402714, 'prec_macro': 0.5854164570632437, 'rec_macro': 0.6326754826119652, 'f1_micro': 0.9804461206896552, 'prec_micro': 0.9804461206896552, 'rec_micro': 0.9804461206896552}
epoch 45 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.2686063333869153, 'f1_macro': 0.8304936502834814, 'prec_macro': 0.5828390395468084, 'rec_macro': 0.6293335197677576, 'f1_micro': 0.9803879310344827, 'prec_micro': 0.9803879310344827, 'rec_micro': 0.9803879310344827}
epoch 46 time: 1.51e+02s, train loss: 23.99, metrics: {'f1': 0.26131386861313866, 'f1_macro': 0.833846587814412, 'prec_macro': 0.5798905950220509, 'rec_macro': 0.625683526856287, 'f1_micro': 0.9803706896551724, 'prec_micro': 0.9803706896551724, 'rec_micro': 0.9803706896551724}
epoch 47 time: 1.51e+02s, train loss: 23.99, metrics: {'f1': 0.25065616797900264, 'f1_macro': 0.8363925538488335, 'prec_macro': 0.5757932651643822, 'rec_macro': 0.6203401389180453, 'f1_micro': 0.9803103448275862, 'prec_micro': 0.9803103448275862, 'rec_micro': 0.9803103448275862}
epoch 48 time: 1.5e+02s, train loss: 24.0, metrics: {'f1': 0.24071469931342543, 'f1_macro': 0.8358844217359862, 'prec_macro': 0.5721693552277176, 'rec_macro': 0.6153464916148287, 'f1_micro': 0.9802176724137931, 'prec_micro': 0.9802176724137931, 'rec_micro': 0.9802176724137931}
epoch 49 time: 1.5e+02s, train loss: 24.01, metrics: {'f1': 0.2489551749569778, 'f1_macro': 0.8326467695429289, 'prec_macro': 0.5753203830268442, 'rec_macro': 0.6194737492916418, 'f1_micro': 0.9802478448275862, 'prec_micro': 0.9802478448275862, 'rec_micro': 0.9802478448275862}
epoch 50 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.24675006131959773, 'f1_macro': 0.8261595379895326, 'prec_macro': 0.5747775827495115, 'rec_macro': 0.6183448319961621, 'f1_micro': 0.9801443965517241, 'prec_micro': 0.9801443965517241, 'rec_micro': 0.9801443965517241}
epoch 51 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.2465101001806536, 'f1_macro': 0.8324207806056203, 'prec_macro': 0.5744263787001403, 'rec_macro': 0.6182453429638328, 'f1_micro': 0.9802241379310345, 'prec_micro': 0.9802241379310345, 'rec_micro': 0.9802241379310345}
epoch 52 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.2411837237977805, 'f1_macro': 0.8266336914164187, 'prec_macro': 0.5727000157660149, 'rec_macro': 0.6155521986407706, 'f1_micro': 0.9801056034482759, 'prec_micro': 0.9801056034482759, 'rec_micro': 0.9801056034482759}
epoch 53 time: 1.53e+02s, train loss: 24.02, metrics: {'f1': 0.2405854300279559, 'f1_macro': 0.8261743793050855, 'prec_macro': 0.5724985337671432, 'rec_macro': 0.6152503385238127, 'f1_micro': 0.9800948275862069, 'prec_micro': 0.9800948275862069, 'rec_micro': 0.9800948275862069}
epoch 54 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.2473757018471804, 'f1_macro': 0.8201263929792655, 'prec_macro': 0.5752768697904189, 'rec_macro': 0.6186376767966003, 'f1_micro': 0.9800668103448276, 'prec_micro': 0.9800668103448276, 'rec_micro': 0.9800668103448276}
epoch 55 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.25324464633354965, 'f1_macro': 0.8234327907558943, 'prec_macro': 0.5773329747560012, 'rec_macro': 0.6215954139678477, 'f1_micro': 0.9801594827586206, 'prec_micro': 0.9801594827586206, 'rec_micro': 0.9801594827586206}
epoch 56 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.26050084006720536, 'f1_macro': 0.8142222479699077, 'prec_macro': 0.5805748192208053, 'rec_macro': 0.62520236437883, 'f1_micro': 0.9800797413793103, 'prec_micro': 0.9800797413793103, 'rec_micro': 0.9800797413793103}
epoch 57 time: 1.52e+02s, train loss: 24.02, metrics: {'f1': 0.25380469245402665, 'f1_macro': 0.794713319857248, 'prec_macro': 0.5790636656664196, 'rec_macro': 0.6217602419298003, 'f1_micro': 0.9797112068965518, 'prec_micro': 0.9797112068965518, 'rec_micro': 0.9797112068965518}
epoch 58 time: 1.52e+02s, train loss: 24.03, metrics: {'f1': 0.25598201381082386, 'f1_macro': 0.8131944885069108, 'prec_macro': 0.578883697102593, 'rec_macro': 0.6229306385569073, 'f1_micro': 0.9800301724137931, 'prec_micro': 0.9800301724137931, 'rec_micro': 0.9800301724137931}
epoch 59 time: 1.52e+02s, train loss: 24.04, metrics: {'f1': 0.24113009198423127, 'f1_macro': 0.8251792615580751, 'prec_macro': 0.5727390981918857, 'rec_macro': 0.615520408594537, 'f1_micro': 0.9800862068965517, 'prec_micro': 0.9800862068965517, 'rec_micro': 0.9800862068965517}
epoch 60 time: 1.51e+02s, train loss: 24.05, metrics: {'f1': 0.2455592105263158, 'f1_macro': 0.8333986355761298, 'prec_macro': 0.5740366300083644, 'rec_macro': 0.6177710884916694, 'f1_micro': 0.9802284482758621, 'prec_micro': 0.9802284482758621, 'rec_micro': 0.9802284482758621}
epoch 61 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.24429486127072728, 'f1_macro': 0.8288326099072003, 'prec_macro': 0.5737564196657197, 'rec_macro': 0.6171213228279171, 'f1_micro': 0.9801594827586206, 'prec_micro': 0.9801594827586206, 'rec_micro': 0.9801594827586206}
epoch 62 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.24154668860551215, 'f1_macro': 0.8284098202618604, 'prec_macro': 0.5727622249773286, 'rec_macro': 0.6157402873990223, 'f1_micro': 0.9801314655172414, 'prec_micro': 0.9801314655172414, 'rec_micro': 0.9801314655172414}
epoch 63 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.23515850144092218, 'f1_macro': 0.8206847666067825, 'prec_macro': 0.5707253794786661, 'rec_macro': 0.6125080331150541, 'f1_micro': 0.9799806034482759, 'prec_micro': 0.9799806034482759, 'rec_micro': 0.9799806034482759}
epoch 64 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.2396320932906299, 'f1_macro': 0.8229680416702383, 'prec_macro': 0.5722772288093205, 'rec_macro': 0.6147610305559614, 'f1_micro': 0.9800452586206897, 'prec_micro': 0.9800452586206897, 'rec_micro': 0.9800452586206897}
epoch 65 time: 1.51e+02s, train loss: 24.02, metrics: {'f1': 0.2396396396396396, 'f1_macro': 0.8189508827046845, 'prec_macro': 0.5724456725432737, 'rec_macro': 0.614750972158238, 'f1_micro': 0.9799913793103449, 'prec_micro': 0.9799913793103449, 'rec_micro': 0.9799913793103449}
epoch 66 time: 1.51e+02s, train loss: 24.02, metrics: {'f1': 0.23582358235823583, 'f1_macro': 0.8124045577170578, 'prec_macro': 0.5713072364733042, 'rec_macro': 0.6128128535533369, 'f1_micro': 0.9798728448275862, 'prec_micro': 0.9798728448275862, 'rec_micro': 0.9798728448275862}
epoch 67 time: 1.51e+02s, train loss: 24.03, metrics: {'f1': 0.23762213646440597, 'f1_macro': 0.8199229846521361, 'prec_macro': 0.5716606687822353, 'rec_macro': 0.6137418461899043, 'f1_micro': 0.979989224137931, 'prec_micro': 0.979989224137931, 'rec_micro': 0.979989224137931}
epoch 68 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.23991419849847373, 'f1_macro': 0.8304884738709915, 'prec_macro': 0.5720829179554638, 'rec_macro': 0.6149275047285633, 'f1_micro': 0.9801443965517241, 'prec_micro': 0.9801443965517241, 'rec_micro': 0.9801443965517241}
epoch 69 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.24550455702438626, 'f1_macro': 0.8308939722655246, 'prec_macro': 0.5741180986865978, 'rec_macro': 0.6177354684587002, 'f1_micro': 0.9801961206896552, 'prec_micro': 0.9801961206896552, 'rec_micro': 0.9801961206896552}
epoch 70 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.24578904333605886, 'f1_macro': 0.8249682379645676, 'prec_macro': 0.5744715052869636, 'rec_macro': 0.6178583226224176, 'f1_micro': 0.9801206896551724, 'prec_micro': 0.9801206896551724, 'rec_micro': 0.9801206896551724}
epoch 71 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.25221995926680246, 'f1_macro': 0.8282694831209576, 'prec_macro': 0.5767257884249256, 'rec_macro': 0.6210981037973151, 'f1_micro': 0.9802176724137931, 'prec_micro': 0.9802176724137931, 'rec_micro': 0.9802176724137931}
epoch 72 time: 1.51e+02s, train loss: 24.0, metrics: {'f1': 0.25787593374472234, 'f1_macro': 0.8309529020400996, 'prec_macro': 0.5787284943831724, 'rec_macro': 0.623947162184281, 'f1_micro': 0.980301724137931, 'prec_micro': 0.980301724137931, 'rec_micro': 0.980301724137931}
epoch 73 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.25079598334557923, 'f1_macro': 0.829479423392126, 'prec_macro': 0.5761400641117643, 'rec_macro': 0.6203873501337687, 'f1_micro': 0.9802219827586207, 'prec_micro': 0.9802219827586207, 'rec_micro': 0.9802219827586207}
epoch 74 time: 1.53e+02s, train loss: 24.01, metrics: {'f1': 0.25279843124438267, 'f1_macro': 0.8334269816565072, 'prec_macro': 0.5767142378864869, 'rec_macro': 0.6214061006063739, 'f1_micro': 0.980290948275862, 'prec_micro': 0.980290948275862, 'rec_micro': 0.980290948275862}
epoch 75 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.24928155020937684, 'f1_macro': 0.8361509038302732, 'prec_macro': 0.575295617182438, 'rec_macro': 0.6196490791291648, 'f1_micro': 0.9802952586206897, 'prec_micro': 0.9802952586206897, 'rec_micro': 0.9802952586206897}
epoch 76 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.24629812438302073, 'f1_macro': 0.8349526335733233, 'prec_macro': 0.574245820935717, 'rec_macro': 0.6181471186290696, 'f1_micro': 0.9802543103448276, 'prec_micro': 0.9802543103448276, 'rec_micro': 0.9802543103448276}
epoch 77 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.2500822097994081, 'f1_macro': 0.8392143252678479, 'prec_macro': 0.57546572568392, 'rec_macro': 0.6200609556153344, 'f1_micro': 0.9803405172413793, 'prec_micro': 0.9803405172413793, 'rec_micro': 0.9803405172413793}
epoch 78 time: 1.54e+02s, train loss: 24.01, metrics: {'f1': 0.24856251026778378, 'f1_macro': 0.8357929080847106, 'prec_macro': 0.57504514127822, 'rec_macro': 0.6192868566346136, 'f1_micro': 0.9802844827586207, 'prec_micro': 0.9802844827586207, 'rec_micro': 0.9802844827586207}
epoch 79 time: 1.53e+02s, train loss: 24.0, metrics: {'f1': 0.25976992738843113, 'f1_macro': 0.840651948221443, 'prec_macro': 0.5789982554628755, 'rec_macro': 0.6249310628726968, 'f1_micro': 0.9804461206896552, 'prec_micro': 0.9804461206896552, 'rec_micro': 0.9804461206896552}
epoch 80 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.25071364489030257, 'f1_macro': 0.8279173335096383, 'prec_macro': 0.5761780452621378, 'rec_macro': 0.6203406551747828, 'f1_micro': 0.9802004310344827, 'prec_micro': 0.9802004310344827, 'rec_micro': 0.9802004310344827}
epoch 81 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.2517997382198953, 'f1_macro': 0.8339261488976097, 'prec_macro': 0.576321185368219, 'rec_macro': 0.6209062898940696, 'f1_micro': 0.9802887931034483, 'prec_micro': 0.9802887931034483, 'rec_micro': 0.9802887931034483}
epoch 82 time: 1.52e+02s, train loss: 24.0, metrics: {'f1': 0.24983681462140994, 'f1_macro': 0.8273330481311423, 'prec_macro': 0.5758763729015789, 'rec_macro': 0.6198984453999525, 'f1_micro': 0.9801853448275862, 'prec_micro': 0.9801853448275862, 'rec_micro': 0.9801853448275862}
epoch 83 time: 1.52e+02s, train loss: 24.01, metrics: {'f1': 0.25162972620599744, 'f1_macro': 0.8278340478087861, 'prec_macro': 0.5765243064260539, 'rec_macro': 0.6208002736179115, 'f1_micro': 0.9802068965517241, 'prec_micro': 0.9802068965517241, 'rec_micro': 0.9802068965517241}
epoch 84 time: 1.51e+02s, train loss: 24.01, metrics: {'f1': 0.24647193961273384, 'f1_macro': 0.8311004040552711, 'prec_macro': 0.5744665624015084, 'rec_macro': 0.6182218402688635, 'f1_micro': 0.9802068965517241, 'prec_micro': 0.9802068965517241, 'rec_micro': 0.9802068965517241}
epoch 85 time: 1.51e+02s, train loss: 24.02, metrics: {'f1': 0.23855322646937935, 'f1_macro': 0.8229533648369288, 'prec_macro': 0.5718808724645608, 'rec_macro': 0.6142194795807018, 'f1_micro': 0.9800366379310345, 'prec_micro': 0.9800366379310345, 'rec_micro': 0.9800366379310345}
epoch 86 time: 1.51e+02s, train loss: 24.02, metrics: {'f1': 0.2384432219394039, 'f1_macro': 0.821065795861864, 'prec_macro': 0.5719166510639397, 'rec_macro': 0.6141578485095704, 'f1_micro': 0.980010775862069, 'prec_micro': 0.980010775862069, 'rec_micro': 0.980010775862069}
epoch 87 time: 1.5e+02s, train loss: 24.04, metrics: {'f1': 0.24001967374374947, 'f1_macro': 0.8208051674784036, 'prec_macro': 0.5725089830300847, 'rec_macro': 0.6149481477057787, 'f1_micro': 0.9800193965517241, 'prec_micro': 0.9800193965517241, 'rec_micro': 0.9800193965517241}
