reading data...
done.
creating training artifacts...
Using cached encoded data file: train_2_error.pkl
Using cached encoded data file: test_2_error.pkl
done.
training lstm model...
run 1 start -- seed=0
/home/azureuser/.local/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1344: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
epoch 1 time: 5.65e+02s, train loss: 9.879, metrics: {'f1': 0.017094017094017096, 'f1_macro': 0.004310344827586207, 'prec_macro': 0.5, 'rec_macro': 0.008547008547008548, 'f1_micro': 0.008620689655172414, 'prec_micro': 0.008620689655172414, 'rec_micro': 0.008620689655172414}
epoch 25 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06548734866283021, 'f1_macro': 0.5169260585133842, 'prec_macro': 0.8759119565217391, 'rec_macro': 0.46191004627419774, 'f1_micro': 0.7539633620689655, 'prec_micro': 0.7539633620689655, 'rec_micro': 0.7539633620689655}
epoch 26 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06548145237861376, 'f1_macro': 0.5169244829570456, 'prec_macro': 0.8759, 'rec_macro': 0.4618993059358533, 'f1_micro': 0.7539396551724138, 'prec_micro': 0.7539396551724138, 'rec_micro': 0.7539396551724137}
epoch 27 time: 5.54e+02s, train loss: 8.972, metrics: {'f1': 0.06550182586339595, 'f1_macro': 0.5169299270320145, 'prec_macro': 0.8759413043478261, 'rec_macro': 0.46193641027244686, 'f1_micro': 0.754021551724138, 'prec_micro': 0.754021551724138, 'rec_micro': 0.754021551724138}
epoch 28 time: 5.54e+02s, train loss: 8.965, metrics: {'f1': 0.06547516614630709, 'f1_macro': 0.5169162940112297, 'prec_macro': 0.8754228260869565, 'rec_macro': 0.4619898247846834, 'f1_micro': 0.7542219827586207, 'prec_micro': 0.7542219827586207, 'rec_micro': 0.7542219827586207}
epoch 29 time: 5.54e+02s, train loss: 8.967, metrics: {'f1': 0.06542923052926254, 'f1_macro': 0.5168910177108661, 'prec_macro': 0.8744010869565217, 'rec_macro': 0.46211020364403116, 'f1_micro': 0.7546530172413793, 'prec_micro': 0.7546530172413793, 'rec_micro': 0.7546530172413792}
epoch 30 time: 5.54e+02s, train loss: 8.975, metrics: {'f1': 0.06535645217276319, 'f1_macro': 0.5168314427087114, 'prec_macro': 0.8713760869565217, 'rec_macro': 0.46261024608137535, 'f1_micro': 0.756271551724138, 'prec_micro': 0.756271551724138, 'rec_micro': 0.756271551724138}
epoch 31 time: 5.54e+02s, train loss: 8.98, metrics: {'f1': 0.06544095764028966, 'f1_macro': 0.516859223533102, 'prec_macro': 0.8719173913043479, 'rec_macro': 0.4626814718861295, 'f1_micro': 0.7563620689655173, 'prec_micro': 0.7563620689655173, 'rec_micro': 0.7563620689655173}
epoch 32 time: 5.53e+02s, train loss: 8.977, metrics: {'f1': 0.06543664221437334, 'f1_macro': 0.5168787392390214, 'prec_macro': 0.8733945652173913, 'rec_macro': 0.46234788644748637, 'f1_micro': 0.7553599137931034, 'prec_micro': 0.7553599137931034, 'rec_micro': 0.7553599137931034}
epoch 33 time: 5.54e+02s, train loss: 8.971, metrics: {'f1': 0.06541757205526628, 'f1_macro': 0.5168930968301655, 'prec_macro': 0.8747489130434782, 'rec_macro': 0.46200739838798527, 'f1_micro': 0.7543599137931034, 'prec_micro': 0.7543599137931034, 'rec_micro': 0.7543599137931034}
epoch 34 time: 5.54e+02s, train loss: 8.967, metrics: {'f1': 0.0653353077369898, 'f1_macro': 0.5168763118189966, 'prec_macro': 0.8749532608695652, 'rec_macro': 0.46177574812379635, 'f1_micro': 0.7537823275862069, 'prec_micro': 0.7537823275862069, 'rec_micro': 0.7537823275862068}
epoch 35 time: 5.54e+02s, train loss: 8.967, metrics: {'f1': 0.06521614891619383, 'f1_macro': 0.516845771459259, 'prec_macro': 0.8748032608695653, 'rec_macro': 0.461537392968615, 'f1_micro': 0.753239224137931, 'prec_micro': 0.753239224137931, 'rec_micro': 0.753239224137931}
epoch 36 time: 5.53e+02s, train loss: 8.968, metrics: {'f1': 0.06531319755034627, 'f1_macro': 0.516871705302373, 'prec_macro': 0.8750010869565218, 'rec_macro': 0.4617149172249129, 'f1_micro': 0.7536314655172414, 'prec_micro': 0.7536314655172414, 'rec_micro': 0.7536314655172414}
epoch 37 time: 5.53e+02s, train loss: 8.966, metrics: {'f1': 0.06541964227216143, 'f1_macro': 0.5169001529921697, 'prec_macro': 0.8752173913043478, 'rec_macro': 0.4619091222866014, 'f1_micro': 0.7540603448275862, 'prec_micro': 0.7540603448275862, 'rec_micro': 0.7540603448275862}
epoch 38 time: 5.54e+02s, train loss: 8.966, metrics: {'f1': 0.06543035942465844, 'f1_macro': 0.5169030173576774, 'prec_macro': 0.8752391304347826, 'rec_macro': 0.461928646128184, 'f1_micro': 0.7541034482758621, 'prec_micro': 0.7541034482758621, 'rec_micro': 0.7541034482758622}
epoch 39 time: 5.55e+02s, train loss: 8.966, metrics: {'f1': 0.06543250327653997, 'f1_macro': 0.5169035903471894, 'prec_macro': 0.8752434782608696, 'rec_macro': 0.4619325510228242, 'f1_micro': 0.7541120689655172, 'prec_micro': 0.7541120689655172, 'rec_micro': 0.7541120689655172}
epoch 40 time: 5.55e+02s, train loss: 8.966, metrics: {'f1': 0.06540732188623317, 'f1_macro': 0.516896860170627, 'prec_macro': 0.8751923913043478, 'rec_macro': 0.46188667116929366, 'f1_micro': 0.754010775862069, 'prec_micro': 0.754010775862069, 'rec_micro': 0.7540107758620691}
epoch 41 time: 5.55e+02s, train loss: 8.966, metrics: {'f1': 0.0654260721423189, 'f1_macro': 0.5169018714950759, 'prec_macro': 0.8752304347826088, 'rec_macro': 0.46192083646524906, 'f1_micro': 0.7540862068965517, 'prec_micro': 0.7540862068965517, 'rec_micro': 0.7540862068965517}
epoch 42 time: 5.55e+02s, train loss: 8.966, metrics: {'f1': 0.06543464726891444, 'f1_macro': 0.5169041633755138, 'prec_macro': 0.8752478260869565, 'rec_macro': 0.4619364559595896, 'f1_micro': 0.7541206896551724, 'prec_micro': 0.7541206896551724, 'rec_micro': 0.7541206896551724}
epoch 43 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06544536933866422, 'f1_macro': 0.5169070290994636, 'prec_macro': 0.8752695652173914, 'rec_macro': 0.46195598127554793, 'f1_micro': 0.7541637931034483, 'prec_micro': 0.7541637931034483, 'rec_micro': 0.7541637931034482}
epoch 44 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06544346016110925, 'f1_macro': 0.5169052179121302, 'prec_macro': 0.8751728260869565, 'rec_macro': 0.46197290661172014, 'f1_micro': 0.7542176724137931, 'prec_micro': 0.7542176724137931, 'rec_micro': 0.7542176724137931}
epoch 45 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06544453276733837, 'f1_macro': 0.5169055046056079, 'prec_macro': 0.875175, 'rec_macro': 0.46197485921246123, 'f1_micro': 0.7542219827586207, 'prec_micro': 0.7542219827586207, 'rec_micro': 0.7542219827586207}
epoch 46 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.06544238759003859, 'f1_macro': 0.5169049312283658, 'prec_macro': 0.8751706521739131, 'rec_macro': 0.4619709540215293, 'f1_micro': 0.7542133620689655, 'prec_micro': 0.7542133620689655, 'rec_micro': 0.7542133620689655}
epoch 47 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06543488057683641, 'f1_macro': 0.5169029247139428, 'prec_macro': 0.8751554347826087, 'rec_macro': 0.4619572861855216, 'f1_micro': 0.7541831896551724, 'prec_micro': 0.7541831896551724, 'rec_micro': 0.7541831896551723}
epoch 48 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06543327215521763, 'f1_macro': 0.5169024948084687, 'prec_macro': 0.8751521739130435, 'rec_macro': 0.46195435743074154, 'f1_micro': 0.754176724137931, 'prec_micro': 0.754176724137931, 'rec_micro': 0.7541767241379309}
epoch 49 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06543488057683641, 'f1_macro': 0.5169029247139428, 'prec_macro': 0.8751554347826087, 'rec_macro': 0.4619572861855216, 'f1_micro': 0.7541831896551724, 'prec_micro': 0.7541831896551724, 'rec_micro': 0.7541831896551723}
epoch 50 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.06543380828697141, 'f1_macro': 0.5169026381078662, 'prec_macro': 0.8751532608695651, 'rec_macro': 0.4619553336796994, 'f1_micro': 0.7541788793103448, 'prec_micro': 0.7541788793103448, 'rec_micro': 0.7541788793103448}
epoch 51 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.0654378635209306, 'f1_macro': 0.5169050229907828, 'prec_macro': 0.875254347826087, 'rec_macro': 0.461942313443738, 'f1_micro': 0.7541336206896552, 'prec_micro': 0.7541336206896552, 'rec_micro': 0.7541336206896551}
epoch 52 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06542982348363845, 'f1_macro': 0.5169028741163635, 'prec_macro': 0.875238043478261, 'rec_macro': 0.4619276699111051, 'f1_micro': 0.7541012931034483, 'prec_micro': 0.7541012931034483, 'rec_micro': 0.7541012931034483}
epoch 53 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06545025714940873, 'f1_macro': 0.51691093813825, 'prec_macro': 0.8754652173913043, 'rec_macro': 0.4619240783099047, 'f1_micro': 0.7540603448275862, 'prec_micro': 0.7540603448275862, 'rec_micro': 0.7540603448275862}
epoch 54 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06542239685658154, 'f1_macro': 0.5169034925375144, 'prec_macro': 0.8754086956521738, 'rec_macro': 0.46187331497748163, 'f1_micro': 0.7539482758620689, 'prec_micro': 0.7539482758620689, 'rec_micro': 0.7539482758620689}
epoch 55 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06540374296558041, 'f1_macro': 0.5169011125574008, 'prec_macro': 0.8755565217391305, 'rec_macro': 0.46179845799165653, 'f1_micro': 0.75375, 'prec_micro': 0.75375, 'rec_micro': 0.75375}
epoch 56 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06545514079895219, 'f1_macro': 0.5169148471489198, 'prec_macro': 0.8756608695652175, 'rec_macro': 0.46189216883092654, 'f1_micro': 0.7539568965517242, 'prec_micro': 0.7539568965517242, 'rec_micro': 0.7539568965517242}
epoch 57 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06545216358947067, 'f1_macro': 0.5169127494319423, 'prec_macro': 0.8755619565217392, 'rec_macro': 0.4619071481023675, 'f1_micro': 0.7540064655172414, 'prec_micro': 0.7540064655172414, 'rec_micro': 0.7540064655172414}
epoch 58 time: 5.56e+02s, train loss: 8.965, metrics: {'f1': 0.06545079315682147, 'f1_macro': 0.5169110813871228, 'prec_macro': 0.8754663043478261, 'rec_macro': 0.4619250545975274, 'f1_micro': 0.7540625, 'prec_micro': 0.7540625, 'rec_micro': 0.7540625}
epoch 59 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.06546770838451837, 'f1_macro': 0.5169169036531508, 'prec_macro': 0.8755934782608695, 'rec_macro': 0.4619354613515133, 'f1_micro': 0.7540689655172413, 'prec_micro': 0.7540689655172413, 'rec_micro': 0.7540689655172413}
epoch 60 time: 5.55e+02s, train loss: 8.965, metrics: {'f1': 0.0654940303640741, 'f1_macro': 0.5169265416872639, 'prec_macro': 0.8758326086956523, 'rec_macro': 0.46194260461076236, 'f1_micro': 0.7540517241379311, 'prec_micro': 0.7540517241379311, 'rec_micro': 0.7540517241379311}
epoch 61 time: 5.56e+02s, train loss: 8.964, metrics: {'f1': 0.06548813140204211, 'f1_macro': 0.5169249653318313, 'prec_macro': 0.8758206521739131, 'rec_macro': 0.4619318637481031, 'f1_micro': 0.7540280172413794, 'prec_micro': 0.7540280172413794, 'rec_micro': 0.7540280172413794}
epoch 62 time: 5.57e+02s, train loss: 8.964, metrics: {'f1': 0.06548813140204211, 'f1_macro': 0.5169249653318313, 'prec_macro': 0.8758206521739131, 'rec_macro': 0.4619318637481031, 'f1_micro': 0.7540280172413794, 'prec_micro': 0.7540280172413794, 'rec_micro': 0.7540280172413794}
epoch 63 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06547443581933117, 'f1_macro': 0.5169200033757846, 'prec_macro': 0.8757, 'rec_macro': 0.4619273166345315, 'f1_micro': 0.7540344827586207, 'prec_micro': 0.7540344827586207, 'rec_micro': 0.7540344827586207}
epoch 64 time: 5.56e+02s, train loss: 8.964, metrics: {'f1': 0.06546902263399769, 'f1_macro': 0.5169159532923121, 'prec_macro': 0.8755032608695652, 'rec_macro': 0.4619582499434501, 'f1_micro': 0.7541357758620689, 'prec_micro': 0.7541357758620689, 'rec_micro': 0.7541357758620689}
epoch 65 time: 5.56e+02s, train loss: 8.986, metrics: {'f1': 0.06321576666821974, 'f1_macro': 0.5155729750033596, 'prec_macro': 0.8153880434782609, 'rec_macro': 0.4703596577664438, 'f1_micro': 0.7833383620689656, 'prec_micro': 0.7833383620689656, 'rec_micro': 0.7833383620689656}
epoch 66 time: 5.57e+02s, train loss: 9.157, metrics: {'f1': 0.06454902719288219, 'f1_macro': 0.5162610881958706, 'prec_macro': 0.8435793478260869, 'rec_macro': 0.4669382622654731, 'f1_micro': 0.7706875, 'prec_micro': 0.7706875, 'rec_micro': 0.7706875000000001}
epoch 67 time: 5.57e+02s, train loss: 9.004, metrics: {'f1': 0.06534246687454476, 'f1_macro': 0.5168769233287471, 'prec_macro': 0.8748750000000001, 'rec_macro': 0.46180925925715866, 'f1_micro': 0.7538728448275862, 'prec_micro': 0.7538728448275862, 'rec_micro': 0.7538728448275862}
epoch 68 time: 5.57e+02s, train loss: 8.968, metrics: {'f1': 0.06454425811243973, 'f1_macro': 0.5166702344405706, 'prec_macro': 0.8736945652173913, 'rec_macro': 0.4602336833491539, 'f1_micro': 0.7503038793103448, 'prec_micro': 0.7503038793103448, 'rec_micro': 0.7503038793103448}
epoch 69 time: 5.57e+02s, train loss: 8.973, metrics: {'f1': 0.06447295216132752, 'f1_macro': 0.5166525114808564, 'prec_macro': 0.8736380434782609, 'rec_macro': 0.4600797406435441, 'f1_micro': 0.7499461206896552, 'prec_micro': 0.7499461206896552, 'rec_micro': 0.7499461206896552}
epoch 70 time: 5.59e+02s, train loss: 8.972, metrics: {'f1': 0.06448855158842173, 'f1_macro': 0.5166566759013519, 'prec_macro': 0.873670652173913, 'rec_macro': 0.46010888925003035, 'f1_micro': 0.750010775862069, 'prec_micro': 0.750010775862069, 'rec_micro': 0.750010775862069}
epoch 71 time: 5.58e+02s, train loss: 8.969, metrics: {'f1': 0.06460737723466847, 'f1_macro': 0.5166870871547825, 'prec_macro': 0.8738260869565218, 'rec_macro': 0.46035130458614065, 'f1_micro': 0.7505646551724138, 'prec_micro': 0.7505646551724138, 'rec_micro': 0.7505646551724138}
epoch 72 time: 5.58e+02s, train loss: 8.967, metrics: {'f1': 0.06540740498248598, 'f1_macro': 0.51689948608122, 'prec_macro': 0.8753782608695653, 'rec_macro': 0.46184598381740843, 'f1_micro': 0.7538879310344827, 'prec_micro': 0.7538879310344827, 'rec_micro': 0.7538879310344827}
epoch 73 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.06545883432165907, 'f1_macro': 0.516913230411298, 'prec_macro': 0.8754826086956522, 'rec_macro': 0.46193969922776523, 'f1_micro': 0.7540948275862069, 'prec_micro': 0.7540948275862069, 'rec_micro': 0.7540948275862069}
epoch 74 time: 5.57e+02s, train loss: 8.964, metrics: {'f1': 0.06546068262629241, 'f1_macro': 0.5169124230187957, 'prec_macro': 0.8753934782608696, 'rec_macro': 0.4619634623069646, 'f1_micro': 0.7541637931034483, 'prec_micro': 0.7541637931034483, 'rec_micro': 0.7541637931034482}
epoch 75 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06547780100848603, 'f1_macro': 0.5169143969238658, 'prec_macro': 0.8752423913043479, 'rec_macro': 0.4620353950733374, 'f1_micro': 0.7543556034482759, 'prec_micro': 0.7543556034482759, 'rec_micro': 0.7543556034482759}
epoch 76 time: 5.61e+02s, train loss: 8.965, metrics: {'f1': 0.06547345626353436, 'f1_macro': 0.5169106354939382, 'prec_macro': 0.8750478260869565, 'rec_macro': 0.4620682651351713, 'f1_micro': 0.7544612068965517, 'prec_micro': 0.7544612068965517, 'rec_micro': 0.7544612068965517}
epoch 77 time: 5.57e+02s, train loss: 8.966, metrics: {'f1': 0.06546754919088278, 'f1_macro': 0.5169090564232478, 'prec_macro': 0.8750358695652174, 'rec_macro': 0.46205752406354433, 'f1_micro': 0.7544375, 'prec_micro': 0.7544375, 'rec_micro': 0.7544375}
epoch 78 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.065445541307271, 'f1_macro': 0.5169031733896761, 'prec_macro': 0.8749913043478261, 'rec_macro': 0.4620174919812189, 'f1_micro': 0.7543491379310345, 'prec_micro': 0.7543491379310345, 'rec_micro': 0.7543491379310345}
epoch 79 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.06542301198301721, 'f1_macro': 0.5168971511047709, 'prec_macro': 0.8749456521739131, 'rec_macro': 0.46197648811296366, 'f1_micro': 0.7542586206896552, 'prec_micro': 0.7542586206896552, 'rec_micro': 0.7542586206896552}
epoch 80 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.0654243899241195, 'f1_macro': 0.5168988199246346, 'prec_macro': 0.875041304347826, 'rec_macro': 0.4619585899712785, 'f1_micro': 0.7542025862068965, 'prec_micro': 0.7542025862068965, 'rec_micro': 0.7542025862068964}
epoch 81 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06541933581270377, 'f1_macro': 0.5168987698758772, 'prec_macro': 0.8751239130434783, 'rec_macro': 0.4619289758825184, 'f1_micro': 0.7541206896551724, 'prec_micro': 0.7541206896551724, 'rec_micro': 0.7541206896551724}
epoch 82 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06540915531602957, 'f1_macro': 0.5168960488467272, 'prec_macro': 0.8751032608695652, 'rec_macro': 0.46191042895351164, 'f1_micro': 0.7540797413793103, 'prec_micro': 0.7540797413793103, 'rec_micro': 0.7540797413793103}
epoch 83 time: 5.57e+02s, train loss: 8.965, metrics: {'f1': 0.06541022679804409, 'f1_macro': 0.5168963352296269, 'prec_macro': 0.8751054347826086, 'rec_macro': 0.46191238121710076, 'f1_micro': 0.754084051724138, 'prec_micro': 0.754084051724138, 'rec_micro': 0.754084051724138}
epoch 84 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.0654054054054054, 'f1_macro': 0.5168950465829425, 'prec_macro': 0.875095652173913, 'rec_macro': 0.46190359611379594, 'f1_micro': 0.7540646551724138, 'prec_micro': 0.7540646551724138, 'rec_micro': 0.7540646551724137}
epoch 85 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.0654198717161043, 'f1_macro': 0.5168989131121894, 'prec_macro': 0.8751249999999999, 'rec_macro': 0.4619299520629938, 'f1_micro': 0.7541228448275862, 'prec_micro': 0.7541228448275862, 'rec_micro': 0.7541228448275862}
epoch 86 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06540402385477423, 'f1_macro': 0.5168933762591994, 'prec_macro': 0.875, 'rec_macro': 0.461921495553716, 'f1_micro': 0.7541206896551724, 'prec_micro': 0.7541206896551724, 'rec_micro': 0.7541206896551724}
epoch 87 time: 5.57e+02s, train loss: 8.964, metrics: {'f1': 0.06539085412809464, 'f1_macro': 0.5168885552705701, 'prec_macro': 0.8748804347826087, 'rec_macro': 0.4619179192284181, 'f1_micro': 0.7541293103448276, 'prec_micro': 0.7541293103448276, 'rec_micro': 0.7541293103448276}
epoch 88 time: 5.58e+02s, train loss: 8.964, metrics: {'f1': 0.06539567579081905, 'f1_macro': 0.516889844088893, 'prec_macro': 0.8748902173913043, 'rec_macro': 0.461926703956657, 'f1_micro': 0.7541487068965518, 'prec_micro': 0.7541487068965518, 'rec_micro': 0.7541487068965517}
